Dwelling Identifier,Unit No,Street No,Street Name,Dwelling Suburb,Dwelling Postcode,LGA,NumberOfBedrooms,Acquisition Date,Disposal Date,Assistance Type,Property Source,Targeted,Target Group,Has Nomination Rights,Nomination Rights -Name,Nomination Rights -ABN,Sublet to Name,Sublet to ABN,Sublet Date,Disability Modifications,Dwelling Type,Class,Condition Surveyed,Met standards,Smoke alarm tested,Smoke alarm tested and in working order,Overdue Reason,Availability Status,FaCS Program,NRAS Funded,MarketRent,Method for determining Market Rent (NRAS),Boarding units or room,Number of Tenancies at full capacity,Number Rooms Untenantable,Program,AssetType,Branch,full_address,lat,lon,google_maps_link
1862,8,48-54,Ridley Street,Edgeworth,2285,Lake Macquarie,2,2002-04-20,,General Housing,Capital,No,,No,,,,,,,Unit,Class 1a,,,2023-05-22,2023-05-22,,Tenantable,,No,450.0,Rent & Sales Report,,,,CHLP Capital,Capital-GSH,Operations Lake Macquarie,"48-54 Ridley Street, Edgeworth, 2285, Australia",-32.9270121,151.6110064,"https://www.google.com/maps/search/?api=1&query=48-54+Ridley+Street,+Edgeworth,+2285,+Australia"
1863,9,48-54,Ridley Street,Edgeworth,2285,Lake Macquarie,2,2002-04-20,,General Housing,Capital,No,,No,,,,,,,Townhouse,Class 1a,,,2023-08-01,2023-08-01,,Tenantable,,No,485.0,Rent & Sales Report,,,,CHLP Capital,Capital-GSH,Operations Lake Macquarie,"48-54 Ridley Street, Edgeworth, 2285, Australia",-32.9270121,151.6110064,"https://www.google.com/maps/search/?api=1&query=48-54+Ridley+Street,+Edgeworth,+2285,+Australia"
1865,1,13,Stratton Road,Edgeworth,2285,Lake Macquarie,2,2009-12-17,,General Housing,Owned,No,,No,,,,,,,Townhouse,Class 1a,,,2024-02-13,2024-02-13,,Tenantable,,No,485.0,Rent & Sales Report,,,,NBESP1-Vested Title,Vested-GSH,Operations Lake Macquarie,"13 Stratton Road, Edgeworth, 2285, Australia",-32.9276731,151.6136422,"https://www.google.com/maps/search/?api=1&query=13+Stratton+Road,+Edgeworth,+2285,+Australia"
1866,1,15,Stratton Road,Edgeworth,2285,Lake Macquarie,2,2009-12-17,,General Housing,Owned,No,,No,,,,,,,Townhouse,Class 1a,,,2023-05-22,2023-05-22,,Tenantable,,No,485.0,Rent & Sales Report,,,,NBESP1-Vested Title,Vested-GSH,Operations Lake Macquarie,"15 Stratton Road, Edgeworth, 2285, Australia",-32.9276731,151.6136422,"https://www.google.com/maps/search/?api=1&query=15+Stratton+Road,+Edgeworth,+2285,+Australia"
1867,,51,Bligh Street,Muswellbrook,2333,Muswellbrook,2,2010-08-06,,General Housing,Capital,No,,No,,,,,,,House,Class 1a,,,2023-06-30,2023-06-30,,Tenantable,,No,350.0,Rent & Sales Report,,,,CHLP Capital,Capital-GSH,Operations Upper Hunter,"51 Bligh Street, Muswellbrook, 2333, Australia",-32.2585929,150.8935898,"https://www.google.com/maps/search/?api=1&query=51+Bligh+Street,+Muswellbrook,+2333,+Australia"
1868,2,15,Stratton Road,Edgeworth,2285,Lake Macquarie,2,2009-12-17,,General Housing,Owned,No,,No,,,,,,,Townhouse,Class 1a,,,2023-02-17,2023-02-17,,Tenantable,,No,485.0,Rent & Sales Report,,,,NBESP1-Vested Title,Vested-GSH,Operations Lake Macquarie,"15 Stratton Road, Edgeworth, 2285, Australia",-32.9276731,151.6136422,"https://www.google.com/maps/search/?api=1&query=15+Stratton+Road,+Edgeworth,+2285,+Australia"
1869,2,17,Stratton Road,Edgeworth,2285,Lake Macquarie,2,2009-12-17,,General Housing,Owned,No,,No,,,,,,Accessible,Townhouse,Class 1a,,,2024-04-16,2024-04-16,,Tenantable,,No,485.0,Rent & Sales Report,,,,NBESP1-Vested Title,Vested-GSH,Operations Lake Macquarie,"17 Stratton Road, Edgeworth, 2285, Australia",-32.9276731,151.6136422,"https://www.google.com/maps/search/?api=1&query=17+Stratton+Road,+Edgeworth,+2285,+Australia"
1873,1,3,Windsor Street,Edgeworth,2285,Lake Macquarie,2,2009-12-04,,General Housing,Owned,Yes,Over 55's,No,,,,,,,Unit,Class 1a,,,2024-02-28,2024-02-28,,Tenantable,,No,450.0,Rent & Sales Report,,,,NBESP1-Vested Title,Vested-GSH,Operations Lake Macquarie,"3 Windsor Street, Edgeworth, 2285, Australia",-32.926192,151.6127085,"https://www.google.com/maps/search/?api=1&query=3+Windsor+Street,+Edgeworth,+2285,+Australia"
1874,2,3,Windsor Street,Edgeworth,2285,Lake Macquarie,2,2011-08-11,,General Housing,Owned,No,,No,,,,,,Adaptable,Townhouse,Class 1a,,,2024-01-19,2024-01-19,,Tenantable,,No,450.0,Rent & Sales Report,,,,NBESP1-Vested Title,Vested-GSH,Operations Lake Macquarie,"3 Windsor Street, Edgeworth, 2285, Australia",-32.926192,151.6127085,"https://www.google.com/maps/search/?api=1&query=3+Windsor+Street,+Edgeworth,+2285,+Australia"
1876,10,6-16,Windsor Street,Edgeworth,2285,Lake Macquarie,2,2009-09-29,,General Housing,Owned,Yes,Over 55's,No,,,,,,,Unit,Class 1a,,,2023-05-03,2023-05-03,,Tenantable,,No,410.0,Rent & Sales Report,,,,NBESP1-Vested Title,Vested-GSH,Operations Lake Macquarie,"6-16 Windsor Street, Edgeworth, 2285, Australia",-32.926192,151.6127085,"https://www.google.com/maps/search/?api=1&query=6-16+Windsor+Street,+Edgeworth,+2285,+Australia"
1877,11,6-16,Windsor Street,Edgeworth,2285,Lake Macquarie,2,2009-09-29,,General Housing,Owned,Yes,Over 55's,No,,,,,,Fully Modified,Townhouse,Class 1a,,,2023-10-12,2023-10-12,,Tenantable,,No,485.0,Rent & Sales Report,,,,NBESP1-Vested Title,Vested-GSH,Operations Lake Macquarie,"6-16 Windsor Street, Edgeworth, 2285, Australia",-32.926192,151.6127085,"https://www.google.com/maps/search/?api=1&query=6-16+Windsor+Street,+Edgeworth,+2285,+Australia"
1878,12,6-16,Windsor Street,Edgeworth,2285,Lake Macquarie,2,2009-09-29,,General Housing,Owned,Yes,Over 55's,No,,,,,,Fully Modified,Townhouse,Class 1a,,,2024-01-19,2024-01-19,,Tenantable,,No,485.0,Rent & Sales Report,,,,NBESP1-Vested Title,Vested-GSH,Operations Lake Macquarie,"6-16 Windsor Street, Edgeworth, 2285, Australia",-32.926192,151.6127085,"https://www.google.com/maps/search/?api=1&query=6-16+Windsor+Street,+Edgeworth,+2285,+Australia"
1879,1,6-16,Windsor Street,Edgeworth,2285,Lake Macquarie,2,2009-09-29,,General Housing,Owned,Yes,Over 55's,No,,,,,,Fully Modified,Unit,Class 1a,,,2023-11-20,2023-11-20,,Tenantable,,No,450.0,Rent & Sales Report,,,,NBESP1-Vested Title,Vested-GSH,Operations Lake Macquarie,"6-16 Windsor Street, Edgeworth, 2285, Australia",-32.926192,151.6127085,"https://www.google.com/maps/search/?api=1&query=6-16+Windsor+Street,+Edgeworth,+2285,+Australia"
1880,2,6-16,Windsor Street,Edgeworth,2285,Lake Macquarie,2,2009-09-29,,General Housing,Owned,Yes,Over 55's,No,,,,,,,Unit,Class 1a,,,2024-01-17,2024-01-17,,Tenantable,,No,450.0,Rent & Sales Report,,,,NBESP1-Vested Title,Vested-GSH,Operations Lake Macquarie,"6-16 Windsor Street, Edgeworth, 2285, Australia",-32.926192,151.6127085,"https://www.google.com/maps/search/?api=1&query=6-16+Windsor+Street,+Edgeworth,+2285,+Australia"
1881,3,6-16,Windsor Street,Edgeworth,2285,Lake Macquarie,2,2009-09-29,,General Housing,Owned,Yes,Over 55's,No,,,,,,Fully Modified,Unit,Class 1a,,,2023-09-19,2023-09-19,,Tenantable,,No,450.0,Rent & Sales Report,,,,NBESP1-Vested Title,Vested-GSH,Operations Lake Macquarie,"6-16 Windsor Street, Edgeworth, 2285, Australia",-32.926192,151.6127085,"https://www.google.com/maps/search/?api=1&query=6-16+Windsor+Street,+Edgeworth,+2285,+Australia"
1882,4,6-16,Windsor Street,Edgeworth,2285,Lake Macquarie,2,2009-09-29,,General Housing,Owned,Yes,Over 55's,No,,,,,,,Unit,Class 1a,,,2023-10-12,2023-10-12,,Tenantable,,No,450.0,Rent & Sales Report,,,,NBESP1-Vested Title,Vested-GSH,Operations Lake Macquarie,"6-16 Windsor Street, Edgeworth, 2285, Australia",-32.926192,151.6127085,"https://www.google.com/maps/search/?api=1&query=6-16+Windsor+Street,+Edgeworth,+2285,+Australia"
1883,5,6-16,Windsor Street,Edgeworth,2285,Lake Macquarie,2,2009-09-29,,General Housing,Owned,Yes,Over 55's,No,,,,,,Fully Modified,Unit,Class 1a,,,2023-10-12,2023-10-12,,Tenantable,,No,450.0,Rent & Sales Report,,,,NBESP1-Vested Title,Vested-GSH,Operations Lake Macquarie,"6-16 Windsor Street, Edgeworth, 2285, Australia",-32.926192,151.6127085,"https://www.google.com/maps/search/?api=1&query=6-16+Windsor+Street,+Edgeworth,+2285,+Australia"
1884,6,6-16,Windsor Street,Edgeworth,2285,Lake Macquarie,2,2009-09-29,,General Housing,Owned,Yes,Over 55's,No,,,,,,,Unit,Class 1a,,,2023-10-12,2023-10-12,,Tenantable,,No,450.0,Rent & Sales Report,,,,NBESP1-Vested Title,Vested-GSH,Operations Lake Macquarie,"6-16 Windsor Street, Edgeworth, 2285, Australia",-32.926192,151.6127085,"https://www.google.com/maps/search/?api=1&query=6-16+Windsor+Street,+Edgeworth,+2285,+Australia"
1885,7,6-16,Windsor Street,Edgeworth,2285,Lake Macquarie,2,2009-09-29,,General Housing,Owned,Yes,Over 55's,No,,,,,,Fully Modified,Unit,Class 1a,,,2024-04-17,2024-04-17,,Tenantable,,No,450.0,Rent & Sales Report,,,,NBESP1-Vested Title,Vested-GSH,Operations Lake Macquarie,"6-16 Windsor Street, Edgeworth, 2285, Australia",-32.926192,151.6127085,"https://www.google.com/maps/search/?api=1&query=6-16+Windsor+Street,+Edgeworth,+2285,+Australia"
1886,8,6-16,Windsor Street,Edgeworth,2285,Lake Macquarie,2,2009-09-29,,General Housing,Owned,Yes,Over 55's,No,,,,,,,Unit,Class 1a,,,2024-02-20,2024-02-20,,Tenantable,,No,450.0,Rent & Sales Report,,,,NBESP1-Vested Title,Vested-GSH,Operations Lake Macquarie,"6-16 Windsor Street, Edgeworth, 2285, Australia",-32.926192,151.6127085,"https://www.google.com/maps/search/?api=1&query=6-16+Windsor+Street,+Edgeworth,+2285,+Australia"
1887,9,6-16,Windsor Street,Edgeworth,2285,Lake Macquarie,2,2009-09-29,,General Housing,Owned,Yes,Over 55's,No,,,,,,Fully Modified,Unit,Class 1a,,,2024-02-27,2024-02-27,,Tenantable,,No,450.0,Rent & Sales Report,,,,NBESP1-Vested Title,Vested-GSH,Operations Lake Macquarie,"6-16 Windsor Street, Edgeworth, 2285, Australia",-32.926192,151.6127085,"https://www.google.com/maps/search/?api=1&query=6-16+Windsor+Street,+Edgeworth,+2285,+Australia"
1888,2,13,Stratton Road,Edgeworth,2285,Lake Macquarie,2,2009-12-17,,General Housing,Owned,No,,No,,,,,,,Townhouse,Class 1a,,,2023-12-15,2023-12-15,,Tenantable,,No,485.0,Rent & Sales Report,,,,NBESP1-Vested Title,Vested-GSH,Operations Lake Macquarie,"13 Stratton Road, Edgeworth, 2285, Australia",-32.9276731,151.6136422,"https://www.google.com/maps/search/?api=1&query=13+Stratton+Road,+Edgeworth,+2285,+Australia"
1889,1,17,Stratton Road,Edgeworth,2285,Lake Macquarie,2,2009-12-17,,General Housing,Owned,No,,No,,,,,,,Townhouse,Class 1a,,,2024-02-20,2024-02-20,,Tenantable,,No,485.0,Rent & Sales Report,,,,NBESP1-Vested Title,Vested-GSH,Operations Lake Macquarie,"17 Stratton Road, Edgeworth, 2285, Australia",-32.9276731,151.6136422,"https://www.google.com/maps/search/?api=1&query=17+Stratton+Road,+Edgeworth,+2285,+Australia"
1890,1,23,Lorne Street,Muswellbrook,2333,Muswellbrook,1,2008-05-15,,General Housing,Capital,No,,No,,,,,,,Unit,Class 1a,,,2024-01-19,2024-01-19,,Tenantable,,No,205.0,Rent & Sales Report,,,,CHLP Capital,Capital-GSH,Operations Upper Hunter,"23 Lorne Street, Muswellbrook, 2333, Australia",-32.2715831,150.8853544,"https://www.google.com/maps/search/?api=1&query=23+Lorne+Street,+Muswellbrook,+2333,+Australia"
1893,10,98,Croudace Road,Elermore Vale,2287,Newcastle,2,2009-05-20,,Affordable Housing,Owned,No,,No,,,,,,Accessible,Unit,Class 1a,,,2024-07-15,2024-07-15,,Tenantable,,No,380.0,Other,,,,SHGF1,Leveraged Social,Operations Newcastle,"98 Croudace Road, Elermore Vale, 2287, Australia",-32.9141943,151.6657063,"https://www.google.com/maps/search/?api=1&query=98+Croudace+Road,+Elermore+Vale,+2287,+Australia"
1894,1,98,Croudace Road,Elermore Vale,2287,Newcastle,3,2009-05-20,,Affordable Housing,Owned,No,,No,,,,,,,Unit,Class 1a,,,2024-06-21,2024-06-21,,Tenantable,,No,421.0,Other,,,,SHGF1,Leveraged Social,Operations Newcastle,"98 Croudace Road, Elermore Vale, 2287, Australia",-32.9141943,151.6657063,"https://www.google.com/maps/search/?api=1&query=98+Croudace+Road,+Elermore+Vale,+2287,+Australia"
1895,2,98,Croudace Road,Elermore Vale,2287,Newcastle,3,2009-05-20,,Affordable Housing,Owned,No,,No,,,,,,,Unit,Class 1a,,,2023-08-04,2023-08-04,,Tenantable,,No,421.0,Other,,,,SHGF1,Leveraged Social,Operations Newcastle,"98 Croudace Road, Elermore Vale, 2287, Australia",-32.9141943,151.6657063,"https://www.google.com/maps/search/?api=1&query=98+Croudace+Road,+Elermore+Vale,+2287,+Australia"
1896,3,98,Croudace Road,Elermore Vale,2287,Newcastle,2,2009-05-20,,Affordable Housing,Owned,No,,No,,,,,,Accessible,Duplex,Class 1a,,,2023-05-22,2023-05-22,,Tenantable,,No,380.0,Other,,,,SHGF1,Leveraged Social,Operations Newcastle,"98 Croudace Road, Elermore Vale, 2287, Australia",-32.9141943,151.6657063,"https://www.google.com/maps/search/?api=1&query=98+Croudace+Road,+Elermore+Vale,+2287,+Australia"
1897,4,98,Croudace Road,Elermore Vale,2287,Newcastle,2,2009-05-20,,Affordable Housing,Owned,No,,No,,,,,,,Unit,Class 1a,,,2024-06-25,2024-06-25,,Tenantable,,No,380.0,Other,,,,SHGF1,Leveraged Social,Operations Newcastle,"98 Croudace Road, Elermore Vale, 2287, Australia",-32.9141943,151.6657063,"https://www.google.com/maps/search/?api=1&query=98+Croudace+Road,+Elermore+Vale,+2287,+Australia"
1898,5,98,Croudace Road,Elermore Vale,2287,Newcastle,2,2009-05-20,,Affordable Housing,Owned,No,,No,,,,,,,Unit,Class 1a,,,2023-04-27,2023-04-27,,Tenantable,,No,380.0,Other,,,,SHGF1,Leveraged Social,Operations Newcastle,"98 Croudace Road, Elermore Vale, 2287, Australia",-32.9141943,151.6657063,"https://www.google.com/maps/search/?api=1&query=98+Croudace+Road,+Elermore+Vale,+2287,+Australia"
1899,6,98,Croudace Road,Elermore Vale,2287,Newcastle,2,2009-05-20,,Affordable Housing,Owned,No,,No,,,,,,,Duplex,Class 1a,,,2023-08-04,2023-08-04,,Tenantable,,No,380.0,Other,,,,SHGF1,Leveraged Social,Operations Newcastle,"98 Croudace Road, Elermore Vale, 2287, Australia",-32.9141943,151.6657063,"https://www.google.com/maps/search/?api=1&query=98+Croudace+Road,+Elermore+Vale,+2287,+Australia"
1900,7,98,Croudace Road,Elermore Vale,2287,Newcastle,2,2009-05-20,,Affordable Housing,Owned,No,,No,,,,,,,Duplex,Class 1a,,,2023-08-04,2023-08-04,,Tenantable,,No,380.0,Other,,,,SHGF1,Leveraged Social,Operations Newcastle,"98 Croudace Road, Elermore Vale, 2287, Australia",-32.9141943,151.6657063,"https://www.google.com/maps/search/?api=1&query=98+Croudace+Road,+Elermore+Vale,+2287,+Australia"
1901,8,98,Croudace Road,Elermore Vale,2287,Newcastle,2,2009-05-20,,Affordable Housing,Owned,No,,No,,,,,,,Townhouse,Class 1a,,,2024-06-25,2024-06-25,,Tenantable,,No,390.0,Other,,,,SHGF1,Leveraged Social,Operations Newcastle,"98 Croudace Road, Elermore Vale, 2287, Australia",-32.9141943,151.6657063,"https://www.google.com/maps/search/?api=1&query=98+Croudace+Road,+Elermore+Vale,+2287,+Australia"
1902,9,98,Croudace Road,Elermore Vale,2287,Newcastle,2,2009-05-20,,Affordable Housing,Owned,No,,No,,,,,,,Duplex,Class 1a,,,2024-05-22,2024-05-22,,Tenantable,,No,380.0,Other,,,,SHGF1,Leveraged Social,Operations Newcastle,"98 Croudace Road, Elermore Vale, 2287, Australia",-32.9141943,151.6657063,"https://www.google.com/maps/search/?api=1&query=98+Croudace+Road,+Elermore+Vale,+2287,+Australia"
1905,,18,Justin Parade,Elermore Vale,2287,Newcastle,3,2008-05-15,,General Housing,Capital,No,,No,,,,,,Accessible,House,Class 1a,,,2024-02-29,2024-02-29,,Tenantable,,No,560.0,Rent & Sales Report,,,,CHLP Capital,Capital-GSH,Operations Newcastle,"18 Justin Parade, Elermore Vale, 2287, Australia",-32.9239923,151.6733527,"https://www.google.com/maps/search/?api=1&query=18+Justin+Parade,+Elermore+Vale,+2287,+Australia"
1908,10,305,Main Road,Fennell Bay,2283,Lake Macquarie,2,2009-05-15,,Affordable Housing,Owned,Yes,General Housing,No,,,,,,,Duplex,Class 1a,,,2023-07-18,2023-07-18,,Tenantable,,No,308.0,Other,,,,Compass Affordable Social Target Group Ex NRAS,Leveraged Social,Operations Lake Macquarie,"305 Main Road, Fennell Bay, 2283, Australia",-32.994054,151.599627,"https://www.google.com/maps/search/?api=1&query=305+Main+Road,+Fennell+Bay,+2283,+Australia"
1909,11,305,Main Road,Fennell Bay,2283,Lake Macquarie,2,2009-05-15,,Affordable Housing,Owned,No,,No,,,,,,,Duplex,Class 1a,,,2024-04-10,2024-04-10,,Tenantable,,No,318.0,NRAS Compliance,,,,Compass Affordable Social Target Group Ex NRAS,Leveraged Social,Operations Lake Macquarie,"305 Main Road, Fennell Bay, 2283, Australia",-32.994054,151.599627,"https://www.google.com/maps/search/?api=1&query=305+Main+Road,+Fennell+Bay,+2283,+Australia"
1910,1,305,Main Road,Fennell Bay,2283,Lake Macquarie,2,2009-05-15,,Affordable Housing,Owned,Yes,General Housing,No,,,,,,,Duplex,Class 1a,,,2023-09-13,2023-09-13,,Tenantable,,No,318.0,Other,,,,Compass Affordable Social Target Group Ex NRAS,Leveraged Social,Operations Lake Macquarie,"305 Main Road, Fennell Bay, 2283, Australia",-32.994054,151.599627,"https://www.google.com/maps/search/?api=1&query=305+Main+Road,+Fennell+Bay,+2283,+Australia"
1911,28,305,Main Road,Fennell Bay,2283,Lake Macquarie,2,2009-05-15,,Affordable Housing,Owned,Yes,General Housing,No,,,,,,,Duplex,Class 1a,,,2024-02-15,2024-02-15,,Tenantable,,No,328.0,Other,,,,Compass Affordable Social Target Group Ex NRAS,Leveraged Social,Operations Lake Macquarie,"305 Main Road, Fennell Bay, 2283, Australia",-32.994054,151.599627,"https://www.google.com/maps/search/?api=1&query=305+Main+Road,+Fennell+Bay,+2283,+Australia"
1912,29,305,Main Road,Fennell Bay,2283,Lake Macquarie,2,2009-05-15,,Affordable Housing,Owned,Yes,General Housing,No,,,,,,,Duplex,Class 1a,,,2023-05-30,2023-05-30,,Tenantable,,No,328.0,Other,,,,Compass Affordable Social Target Group Ex NRAS,Leveraged Social,Operations Lake Macquarie,"305 Main Road, Fennell Bay, 2283, Australia",-32.994054,151.599627,"https://www.google.com/maps/search/?api=1&query=305+Main+Road,+Fennell+Bay,+2283,+Australia"
1913,2,305,Main Road,Fennell Bay,2283,Lake Macquarie,2,2009-05-15,,Affordable Housing,Owned,Yes,General Housing,No,,,,,,,Duplex,Class 1a,,,2024-03-12,2024-03-12,,Tenantable,,No,318.0,NRAS Compliance,,,,Compass Affordable Social Target Group Ex NRAS,Leveraged Social,Operations Lake Macquarie,"305 Main Road, Fennell Bay, 2283, Australia",-32.994054,151.599627,"https://www.google.com/maps/search/?api=1&query=305+Main+Road,+Fennell+Bay,+2283,+Australia"
1914,30,305,Main Road,Fennell Bay,2283,Lake Macquarie,2,2009-05-15,,Affordable Housing,Owned,Yes,General Housing,No,,,,,,,Duplex,Class 1a,,,2023-08-08,2023-08-08,,Tenantable,,No,328.0,Other,,,,Compass Affordable Social Target Group Ex NRAS,Leveraged Social,Operations Lake Macquarie,"305 Main Road, Fennell Bay, 2283, Australia",-32.994054,151.599627,"https://www.google.com/maps/search/?api=1&query=305+Main+Road,+Fennell+Bay,+2283,+Australia"
1915,32,305,Main Road,Fennell Bay,2283,Lake Macquarie,2,2009-05-15,,Affordable Housing,Owned,Yes,General Housing,No,,,,,,,Duplex,Class 1a,,,2023-12-19,2023-12-19,,Tenantable,,No,328.0,Other,,,,Compass Affordable Social Target Group Ex NRAS,Leveraged Social,Operations Lake Macquarie,"305 Main Road, Fennell Bay, 2283, Australia",-32.994054,151.599627,"https://www.google.com/maps/search/?api=1&query=305+Main+Road,+Fennell+Bay,+2283,+Australia"
1916,33,305,Main Road,Fennell Bay,2283,Lake Macquarie,2,2009-05-15,,Affordable Housing,Owned,Yes,General Housing,No,,,,,,,Duplex,Class 1a,,,2023-07-31,2023-07-31,,Tenantable,,No,328.0,Other,,,,Compass Affordable Social Target Group Ex NRAS,Leveraged Social,Operations Lake Macquarie,"305 Main Road, Fennell Bay, 2283, Australia",-32.994054,151.599627,"https://www.google.com/maps/search/?api=1&query=305+Main+Road,+Fennell+Bay,+2283,+Australia"
1917,34,305,Main Road,Fennell Bay,2283,Lake Macquarie,2,2009-05-15,,Affordable Housing,Owned,Yes,General Housing,No,,,,,,,Duplex,Class 1a,,,2023-12-19,2023-12-19,,Tenantable,,No,328.0,Other,,,,Compass Affordable Social Target Group Ex NRAS,Leveraged Social,Operations Lake Macquarie,"305 Main Road, Fennell Bay, 2283, Australia",-32.994054,151.599627,"https://www.google.com/maps/search/?api=1&query=305+Main+Road,+Fennell+Bay,+2283,+Australia"
1918,7,305,Main Road,Fennell Bay,2283,Lake Macquarie,2,2009-05-15,,Affordable Housing,Owned,Yes,General Housing,No,,,,,,,Duplex,Class 1a,,,2023-10-12,2023-10-12,,Tenantable,,No,308.0,Other,,,,Compass Affordable Social Target Group Ex NRAS,Leveraged Social,Operations Lake Macquarie,"305 Main Road, Fennell Bay, 2283, Australia",-32.994054,151.599627,"https://www.google.com/maps/search/?api=1&query=305+Main+Road,+Fennell+Bay,+2283,+Australia"
1919,8,305,Main Road,Fennell Bay,2283,Lake Macquarie,2,2009-05-15,,Affordable Housing,Owned,Yes,General Housing,No,,,,,,,Duplex,Class 1a,,,2024-07-23,2024-07-23,,Tenantable,,No,303.0,Other,,,,Compass Affordable Social Target Group Ex NRAS,Leveraged Social,Operations Lake Macquarie,"305 Main Road, Fennell Bay, 2283, Australia",-32.994054,151.599627,"https://www.google.com/maps/search/?api=1&query=305+Main+Road,+Fennell+Bay,+2283,+Australia"
1920,9,305,Main Road,Fennell Bay,2283,Lake Macquarie,2,2009-05-15,,Affordable Housing,Owned,Yes,General Housing,No,,,,,,,Duplex,Class 1a,,,2023-10-12,2023-10-12,,Tenantable,,No,308.0,Other,,,,Compass Affordable Social Target Group Ex NRAS,Leveraged Social,Operations Lake Macquarie,"305 Main Road, Fennell Bay, 2283, Australia",-32.994054,151.599627,"https://www.google.com/maps/search/?api=1&query=305+Main+Road,+Fennell+Bay,+2283,+Australia"
1924,,8,Box Place,Gateshead,2290,Lake Macquarie,3,2008-05-15,,General Housing,Capital,No,,No,,,,,,,House,Class 1a,,,2023-10-12,2023-10-12,,Tenantable,,No,600.0,Rent & Sales Report,,,,CHLP Capital,Capital-GSH,Operations Lake Macquarie,"8 Box Place, Gateshead, 2290, Australia",-32.9776125,151.6857061,"https://www.google.com/maps/search/?api=1&query=8+Box+Place,+Gateshead,+2290,+Australia"
1926,,34,Heshbon Street,Gateshead,2290,Lake Macquarie,3,2006-01-03,,General Housing,Leasehold,No,,No,,,,,,,House,Class 1a,,,2024-01-16,2024-01-16,,Tenantable,CHLP,No,485.0,Other,,,,CHLP Leasehold,Leasehold-GSH,Operations Lake Macquarie,"34 Heshbon Street, Gateshead, 2290, Australia",-32.9759312,151.6893751,"https://www.google.com/maps/search/?api=1&query=34+Heshbon+Street,+Gateshead,+2290,+Australia"
1935,1,8-10,The Crescent,Gateshead,2290,Lake Macquarie,2,2011-04-18,,General Housing,Owned,No,,No,,,,,,Adaptable,Unit,Class 1a,,,2023-01-27,2023-01-27,,Tenantable,,No,440.0,Rent & Sales Report,,,,Compass Owned,Vested-GSH,Operations Lake Macquarie,"8-10 The Crescent, Gateshead, 2290, Australia",-32.9831884,151.6930698,"https://www.google.com/maps/search/?api=1&query=8-10+The+Crescent,+Gateshead,+2290,+Australia"
1936,2,8-10,The Crescent,Gateshead,2290,Lake Macquarie,2,2011-04-18,,General Housing,Owned,No,,No,,,,,,Adaptable,Unit,Class 1a,,,2022-12-09,2022-12-09,,Tenantable,,No,440.0,Rent & Sales Report,,,,Compass Owned,Vested-GSH,Operations Lake Macquarie,"8-10 The Crescent, Gateshead, 2290, Australia",-32.9831884,151.6930698,"https://www.google.com/maps/search/?api=1&query=8-10+The+Crescent,+Gateshead,+2290,+Australia"
1937,3,8-10,The Crescent,Gateshead,2290,Lake Macquarie,2,2011-04-18,,General Housing,Owned,No,,No,,,,,,Adaptable,Unit,Class 1a,,,2023-10-12,2023-10-12,,Tenantable,,No,440.0,Rent & Sales Report,,,,Compass Owned,Vested-GSH,Operations Lake Macquarie,"8-10 The Crescent, Gateshead, 2290, Australia",-32.9831884,151.6930698,"https://www.google.com/maps/search/?api=1&query=8-10+The+Crescent,+Gateshead,+2290,+Australia"
1938,4,8-10,The Crescent,Gateshead,2290,Lake Macquarie,2,2011-04-18,,General Housing,Owned,No,,No,,,,,,Adaptable,Unit,Class 1a,,,2022-06-21,2022-06-21,,Tenantable,,No,440.0,Rent & Sales Report,,,,Compass Owned,Vested-GSH,Operations Lake Macquarie,"8-10 The Crescent, Gateshead, 2290, Australia",-32.9831884,151.6930698,"https://www.google.com/maps/search/?api=1&query=8-10+The+Crescent,+Gateshead,+2290,+Australia"
1939,5,8-10,The Crescent,Gateshead,2290,Lake Macquarie,2,2011-04-18,,General Housing,Owned,No,,No,,,,,,Adaptable,Unit,Class 1a,,,2023-10-12,2023-10-12,,Tenantable,,No,440.0,Rent & Sales Report,,,,Compass Owned,Vested-GSH,Operations Lake Macquarie,"8-10 The Crescent, Gateshead, 2290, Australia",-32.9831884,151.6930698,"https://www.google.com/maps/search/?api=1&query=8-10+The+Crescent,+Gateshead,+2290,+Australia"
1940,2,15,Moate Street,Georgetown,2298,Newcastle,1,1996-04-04,,General Housing,Leasehold,No,,No,,,,,,,Unit,Class 1a,,,2024-05-16,2024-05-16,,Tenantable,CHLP,No,450.0,Other,,,,CHLP Leasehold,Leasehold-GSH,Operations Newcastle,"15 Moate Street, Georgetown, 2298, Australia",-32.909161,151.7339009,"https://www.google.com/maps/search/?api=1&query=15+Moate+Street,+Georgetown,+2298,+Australia"
1942,,2,Fairleigh Street,Glendale,2285,Lake Macquarie,5,2002-03-18,,Transitional Housing,Capital,Yes,Mental Health,Yes,HNEH,63598010203,,,,,House,Class 1a,,,2021-11-22,2021-11-22,Non-Access - In progress for access order,Tenantable,,No,650.0,Rent & Sales Report,,4.0,0.0,CHLP Capital,Capital-GSH,Operations Lake Macquarie,"2 Fairleigh Street, Glendale, 2285, Australia",-32.9281579,151.6406269,"https://www.google.com/maps/search/?api=1&query=2+Fairleigh+Street,+Glendale,+2285,+Australia"
