Dwelling Identifier,Unit No,Street No,Street Name,Dwelling Suburb,Dwelling Postcode,LGA,NumberOfBedrooms,Acquisition Date,Disposal Date,Assistance Type,Property Source,Targeted,Target Group,Has Nomination Rights,Nomination Rights -Name,Nomination Rights -ABN,Sublet to Name,Sublet to ABN,Sublet Date,Disability Modifications,Dwelling Type,Class,Condition Surveyed,Met standards,Smoke alarm tested,Smoke alarm tested and in working order,Overdue Reason,Availability Status,FaCS Program,NRAS Funded,MarketRent,Method for determining Market Rent (NRAS),Boarding units or room,Number of Tenancies at full capacity,Number Rooms Untenantable,Program,AssetType,Branch,full_address,lat,lon,google_maps_link
10053,,14,Bruntnell Street,Taree,2430,Mid-Coast,3,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Cottage,Class 1a,,,2023-12-01,2023-12-01,,Tenantable,,No,460.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations Taree,"14 Bruntnell Street, Taree, 2430, Australia",,,"https://www.google.com/maps/search/?api=1&query=14+Bruntnell+Street,+Taree,+2430,+Australia"
10054,,8,Hunter Avenue,Cessnock,2325,Cessnock,2,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Cottage,Class 1a,,,2023-08-09,2023-08-09,,Tenantable,,No,395.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations East Maitland,"8 Hunter Avenue, Cessnock, 2325, Australia",,,"https://www.google.com/maps/search/?api=1&query=8+Hunter+Avenue,+Cessnock,+2325,+Australia"
10055,,46,Mortimer Street,Wingham,2429,Mid-Coast,3,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Cottage,Class 1a,,,2023-10-25,2023-10-25,,Tenantable,,No,445.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations Taree,"46 Mortimer Street, Wingham, 2429, Australia",,,"https://www.google.com/maps/search/?api=1&query=46+Mortimer+Street,+Wingham,+2429,+Australia"
10056,,50,Mortimer Street,Wingham,2429,Mid-Coast,2,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Cottage,Class 1a,,,2023-11-02,2023-11-02,,Tenantable,,No,390.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations Taree,"50 Mortimer Street, Wingham, 2429, Australia",,,"https://www.google.com/maps/search/?api=1&query=50+Mortimer+Street,+Wingham,+2429,+Australia"
10057,,5,Robertson Street,Taree,2430,Mid-Coast,3,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Cottage,Class 1a,,,2023-10-19,2023-10-19,,Tenantable,,No,460.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations Taree,"5 Robertson Street, Taree, 2430, Australia",,,"https://www.google.com/maps/search/?api=1&query=5+Robertson+Street,+Taree,+2430,+Australia"
10058,,6,Keech Street,Wingham,2429,Mid-Coast,2,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Cottage,Class 1a,,,2023-11-01,2023-11-01,,Tenantable,,No,390.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations Taree,"6 Keech Street, Wingham, 2429, Australia",,,"https://www.google.com/maps/search/?api=1&query=6+Keech+Street,+Wingham,+2429,+Australia"
10059,,4,Hunter Avenue,Cessnock,2325,Cessnock,2,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Cottage,Class 1a,,,2023-08-09,2023-08-09,,Tenantable,,No,395.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations East Maitland,"4 Hunter Avenue, Cessnock, 2325, Australia",,,"https://www.google.com/maps/search/?api=1&query=4+Hunter+Avenue,+Cessnock,+2325,+Australia"
10060,,5,Keech Street,Wingham,2429,Mid-Coast,2,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Cottage,Class 1a,,,2023-11-02,2023-11-02,,Tenantable,,No,390.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations Taree,"5 Keech Street, Wingham, 2429, Australia",,,"https://www.google.com/maps/search/?api=1&query=5+Keech+Street,+Wingham,+2429,+Australia"
10061,1,4,Allan Street,Wingham,2429,Mid-Coast,1,2019-06-03,,General Housing,Capital,No,,No,,,,,,Fully Modified,Unit,Class 1a,,,2023-11-20,2023-11-20,,Tenantable,,No,280.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations Taree,"4 Allan Street, Wingham, 2429, Australia",,,"https://www.google.com/maps/search/?api=1&query=4+Allan+Street,+Wingham,+2429,+Australia"
10062,,2,Blaxland Avenue,Singleton Heights,2330,Singleton,3,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Cottage,Class 1a,,,2023-10-12,2023-10-12,,Tenantable,,No,493.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations Upper Hunter,"2 Blaxland Avenue, Singleton Heights, 2330, Australia",,,"https://www.google.com/maps/search/?api=1&query=2+Blaxland+Avenue,+Singleton+Heights,+2330,+Australia"
10063,,9,Saxton Street,Kurri Kurri,2327,Cessnock,3,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Cottage,Class 1a,,,2023-08-07,2023-08-07,,Tenantable,,No,485.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations East Maitland,"9 Saxton Street, Kurri Kurri, 2327, Australia",,,"https://www.google.com/maps/search/?api=1&query=9+Saxton+Street,+Kurri+Kurri,+2327,+Australia"
10064,,36,Kanangra Drive,Taree,2430,Mid-Coast,3,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Cottage,Class 1a,,,2023-11-08,2023-11-08,,Tenantable,,No,460.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations Taree,"36 Kanangra Drive, Taree, 2430, Australia",,,"https://www.google.com/maps/search/?api=1&query=36+Kanangra+Drive,+Taree,+2430,+Australia"
10065,,2,Frances Street,Gloucester,2422,Mid-Coast,2,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Cottage,Class 1a,,,2023-10-13,2023-10-13,,Tenantable,,No,390.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations Taree,"2 Frances Street, Gloucester, 2422, Australia",,,"https://www.google.com/maps/search/?api=1&query=2+Frances+Street,+Gloucester,+2422,+Australia"
10066,,17,Maclean Street,Cessnock,2325,Cessnock,2,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Cottage,Class 1a,,,2024-06-28,2024-06-28,,Tenantable,,No,395.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations East Maitland,"17 Maclean Street, Cessnock, 2325, Australia",,,"https://www.google.com/maps/search/?api=1&query=17+Maclean+Street,+Cessnock,+2325,+Australia"
10067,,44,Kelso Street,Singleton,2330,Singleton,3,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Cottage,Class 1a,,,2024-02-16,2024-02-16,,Tenantable,,No,493.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations Upper Hunter,"44 Kelso Street, Singleton, 2330, Australia",,,"https://www.google.com/maps/search/?api=1&query=44+Kelso+Street,+Singleton,+2330,+Australia"
10068,,34,Kelso Street,Singleton,2330,Singleton,4,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Cottage,Class 1a,,,2024-06-26,2024-06-26,,Tenantable,,No,640.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations Upper Hunter,"34 Kelso Street, Singleton, 2330, Australia",,,"https://www.google.com/maps/search/?api=1&query=34+Kelso+Street,+Singleton,+2330,+Australia"
10069,9,11,Pioneer Street,Taree,2430,Mid-Coast,1,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Unit,Class 1a,,,2024-01-05,2024-01-05,,Tenantable,,No,250.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations Taree,"11 Pioneer Street, Taree, 2430, Australia",,,"https://www.google.com/maps/search/?api=1&query=11+Pioneer+Street,+Taree,+2430,+Australia"
10070,3,11,Pioneer Street,Taree,2430,Mid-Coast,1,2019-06-03,,General Housing,Capital,No,,No,,,,,,Adaptable,Unit,Class 1a,,,2023-08-25,2023-08-25,,Tenantable,,No,250.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations Taree,"11 Pioneer Street, Taree, 2430, Australia",,,"https://www.google.com/maps/search/?api=1&query=11+Pioneer+Street,+Taree,+2430,+Australia"
10071,5,3-7,Hunter Avenue,Cessnock,2325,Cessnock,2,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Unit,Class 1a,,,2023-08-09,2023-08-09,,Tenantable,,No,380.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations East Maitland,"3-7 Hunter Avenue, Cessnock, 2325, Australia",,,"https://www.google.com/maps/search/?api=1&query=3-7+Hunter+Avenue,+Cessnock,+2325,+Australia"
10072,1,50,Railway Parade,Kurri Kurri,2327,Cessnock,2,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Villa,Class 1a,,,2023-08-07,2023-08-07,,Tenantable,,No,380.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations East Maitland,"50 Railway Parade, Kurri Kurri, 2327, Australia",,,"https://www.google.com/maps/search/?api=1&query=50+Railway+Parade,+Kurri+Kurri,+2327,+Australia"
10073,2,8,Logan Street,Weston,2326,Cessnock,2,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Villa,Class 1a,,,2022-04-12,2022-04-12,Non-Access - In progress for access order,Tenantable,,No,380.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations East Maitland,"8 Logan Street, Weston, 2326, Australia",,,"https://www.google.com/maps/search/?api=1&query=8+Logan+Street,+Weston,+2326,+Australia"
10074,2,51,Stockyard Circuit,Wingham,2429,Mid-Coast,2,2019-06-03,,General Housing,Leasehold,No,,No,,,,,,,Villa,Class 1a,,,2023-10-27,2023-10-27,,Tenantable,CHLP,No,245.0,Other,,,,SHMT-GSHLeasehold,Leasehold-GSH,Operations Taree,"51 Stockyard Circuit, Wingham, 2429, Australia",,,"https://www.google.com/maps/search/?api=1&query=51+Stockyard+Circuit,+Wingham,+2429,+Australia"
10076,2,5,Baird Street,Tuncurry,2428,Mid-Coast,2,2019-06-03,,General Housing,Leasehold,No,,No,,,,,,,Unit,Class 1a,,,2023-08-29,2023-08-29,,Tenantable,CHLP,No,300.0,Other,,,,SHMT-GSHLeasehold,Leasehold-GSH,Operations Taree,"5 Baird Street, Tuncurry, 2428, Australia",,,"https://www.google.com/maps/search/?api=1&query=5+Baird+Street,+Tuncurry,+2428,+Australia"
10077,2,12,Macintosh Street,Forster,2428,Mid-Coast,3,2019-06-03,,General Housing,Leasehold,No,,No,,,,,,,Townhouse,Class 1a,,,2023-10-10,2023-10-10,,Tenantable,CHLP,No,420.0,Other,,,,SHMT-GSHLeasehold,Leasehold-GSH,Operations Taree,"12 Macintosh Street, Forster, 2428, Australia",,,"https://www.google.com/maps/search/?api=1&query=12+Macintosh+Street,+Forster,+2428,+Australia"
10078,4,61,Hind Avenue,Forster,2428,Mid-Coast,2,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Villa,Class 1a,,,2023-10-30,2023-10-30,,Tenantable,,No,400.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations Taree,"61 Hind Avenue, Forster, 2428, Australia",,,"https://www.google.com/maps/search/?api=1&query=61+Hind+Avenue,+Forster,+2428,+Australia"
10079,3,61,Hind Avenue,Forster,2428,Mid-Coast,2,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Villa,Class 1a,,,2023-09-29,2023-09-29,,Tenantable,,No,400.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations Taree,"61 Hind Avenue, Forster, 2428, Australia",,,"https://www.google.com/maps/search/?api=1&query=61+Hind+Avenue,+Forster,+2428,+Australia"
10080,1,2,Logan Street,Weston,2326,Cessnock,2,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Villa,Class 1a,,,2024-07-03,2024-07-03,,Tenantable,,No,380.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations East Maitland,"2 Logan Street, Weston, 2326, Australia",,,"https://www.google.com/maps/search/?api=1&query=2+Logan+Street,+Weston,+2326,+Australia"
10081,,1,Casson Avenue,Cessnock,2325,Cessnock,3,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Cottage,Class 1a,,,2023-10-12,2023-10-12,,Tenantable,,No,470.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations East Maitland,"1 Casson Avenue, Cessnock, 2325, Australia",,,"https://www.google.com/maps/search/?api=1&query=1+Casson+Avenue,+Cessnock,+2325,+Australia"
10082,,13,Tahiti Avenue,Forster,2428,Mid-Coast,3,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Cottage,Class 1a,,,2023-08-21,2023-08-21,,Tenantable,,No,550.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations Taree,"13 Tahiti Avenue, Forster, 2428, Australia",,,"https://www.google.com/maps/search/?api=1&query=13+Tahiti+Avenue,+Forster,+2428,+Australia"
10083,,20,Toby Street,Forster,2428,Mid-Coast,3,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Cottage,Class 1a,,,2023-10-03,2023-10-03,,Tenantable,,No,550.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations Taree,"20 Toby Street, Forster, 2428, Australia",,,"https://www.google.com/maps/search/?api=1&query=20+Toby+Street,+Forster,+2428,+Australia"
10084,2,89,Hind Avenue,Forster,2428,Mid-Coast,2,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Villa,Class 1a,,,2024-06-14,2024-06-14,,Tenantable,,No,400.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations Taree,"89 Hind Avenue, Forster, 2428, Australia",,,"https://www.google.com/maps/search/?api=1&query=89+Hind+Avenue,+Forster,+2428,+Australia"
10085,1,4,Phoenix Place,Forster,2428,Mid-Coast,2,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Villa,Class 1a,,,2023-11-22,2023-11-22,,Tenantable,,No,400.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations Taree,"4 Phoenix Place, Forster, 2428, Australia",,,"https://www.google.com/maps/search/?api=1&query=4+Phoenix+Place,+Forster,+2428,+Australia"
10086,12,2-4,North Street,Tuncurry,2428,Mid-Coast,1,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Unit,Class 1a,,,2023-11-27,2023-11-27,,Tenantable,,No,290.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations Taree,"2-4 North Street, Tuncurry, 2428, Australia",,,"https://www.google.com/maps/search/?api=1&query=2-4+North+Street,+Tuncurry,+2428,+Australia"
10087,3,2-4,North Street,Tuncurry,2428,Mid-Coast,1,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Unit,Class 1a,,,2023-08-24,2023-08-24,,Tenantable,,No,315.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations Taree,"2-4 North Street, Tuncurry, 2428, Australia",,,"https://www.google.com/maps/search/?api=1&query=2-4+North+Street,+Tuncurry,+2428,+Australia"
10088,5,116,Macintosh Street,Forster,2428,Mid-Coast,3,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Villa,Class 1a,,,2023-08-24,2023-08-24,,Tenantable,,No,480.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations Taree,"116 Macintosh Street, Forster, 2428, Australia",,,"https://www.google.com/maps/search/?api=1&query=116+Macintosh+Street,+Forster,+2428,+Australia"
10089,,28,Flett Street,Wingham,2429,Mid-Coast,3,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Cottage,Class 1a,,,2023-10-09,2023-10-09,,Tenantable,,No,445.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations Taree,"28 Flett Street, Wingham, 2429, Australia",,,"https://www.google.com/maps/search/?api=1&query=28+Flett+Street,+Wingham,+2429,+Australia"
1009,,36,Greenwood Avenue,Berkeley Vale,2261,Central Coast (NSW),3,1999-11-22,,General Housing,Capital,No,,No,,,,,,,House,Class 1a,,,2024-05-21,2024-05-21,,Tenantable,,No,600.0,Rent & Sales Report,,,,CHLP Capital,Capital-GSH,Operations Central Coast,"36 Greenwood Avenue, Berkeley Vale, 2261, Australia",,,"https://www.google.com/maps/search/?api=1&query=36+Greenwood+Avenue,+Berkeley+Vale,+2261,+Australia"
10090,3,46-48,Orchard Avenue,Singleton,2330,Singleton,1,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Unit,Class 1a,,,2023-06-23,2023-06-23,,Tenantable,,No,272.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations Upper Hunter,"46-48 Orchard Avenue, Singleton, 2330, Australia",,,"https://www.google.com/maps/search/?api=1&query=46-48+Orchard+Avenue,+Singleton,+2330,+Australia"
10091,,6,Callaghan Street,Kurri Kurri,2327,Cessnock,3,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Cottage,Class 1a,,,2024-07-02,2024-07-02,,Tenantable,,No,485.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations East Maitland,"6 Callaghan Street, Kurri Kurri, 2327, Australia",,,"https://www.google.com/maps/search/?api=1&query=6+Callaghan+Street,+Kurri+Kurri,+2327,+Australia"
10092,3,1A,Hunter Avenue,Cessnock,2325,Cessnock,1,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Unit,Class 1a,,,2023-10-30,2023-10-30,,Tenantable,,No,285.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations East Maitland,"1A Hunter Avenue, Cessnock, 2325, Australia",,,"https://www.google.com/maps/search/?api=1&query=1A+Hunter+Avenue,+Cessnock,+2325,+Australia"
10093,,90,Oxley Street,Taree,2430,Mid-Coast,3,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Cottage,Class 1a,,,2023-11-30,2023-11-30,,Tenantable,,No,460.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations Taree,"90 Oxley Street, Taree, 2430, Australia",,,"https://www.google.com/maps/search/?api=1&query=90+Oxley+Street,+Taree,+2430,+Australia"
10094,,28,Teece Street,Weston,2326,Cessnock,3,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Cottage,Class 1a,,,2023-10-12,2023-10-12,,Tenantable,,No,450.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations East Maitland,"28 Teece Street, Weston, 2326, Australia",,,"https://www.google.com/maps/search/?api=1&query=28+Teece+Street,+Weston,+2326,+Australia"
10095,,27,Hughes Close,Kurri Kurri,2327,Cessnock,1,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Townhouse,Class 1a,,,2023-05-24,2023-05-24,,Tenantable,,No,300.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations East Maitland,"27 Hughes Close, Kurri Kurri, 2327, Australia",,,"https://www.google.com/maps/search/?api=1&query=27+Hughes+Close,+Kurri+Kurri,+2327,+Australia"
10096,,19,Clare Street,Cessnock,2325,Cessnock,3,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Cottage,Class 1a,,,2023-08-17,2023-08-17,,Tenantable,,No,470.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations East Maitland,"19 Clare Street, Cessnock, 2325, Australia",,,"https://www.google.com/maps/search/?api=1&query=19+Clare+Street,+Cessnock,+2325,+Australia"
10097,,23,Clare Street,Cessnock,2325,Cessnock,3,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Cottage,Class 1a,,,2023-10-12,2023-10-12,,Tenantable,,No,470.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations East Maitland,"23 Clare Street, Cessnock, 2325, Australia",,,"https://www.google.com/maps/search/?api=1&query=23+Clare+Street,+Cessnock,+2325,+Australia"
10098,3,79,Wingham Road,Taree,2430,Mid-Coast,1,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Unit,Class 1a,,,2023-11-21,2023-11-21,,Tenantable,,No,250.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations Taree,"79 Wingham Road, Taree, 2430, Australia",,,"https://www.google.com/maps/search/?api=1&query=79+Wingham+Road,+Taree,+2430,+Australia"
10099,,5,Page Street,Taree,2430,Mid-Coast,3,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Cottage,Class 1a,,,2023-10-09,2023-10-09,,Tenantable,,No,460.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations Taree,"5 Page Street, Taree, 2430, Australia",,,"https://www.google.com/maps/search/?api=1&query=5+Page+Street,+Taree,+2430,+Australia"
1010,,38,Greenwood Avenue,Berkeley Vale,2261,Central Coast (NSW),3,1991-03-27,,General Housing,Capital,No,,No,,,,,,,House,Class 1a,,,2024-05-20,2024-05-20,,Tenantable,,No,600.0,Rent & Sales Report,,,,CHLP Capital,Capital-GSH,Operations Central Coast,"38 Greenwood Avenue, Berkeley Vale, 2261, Australia",,,"https://www.google.com/maps/search/?api=1&query=38+Greenwood+Avenue,+Berkeley+Vale,+2261,+Australia"
10100,,105,Fourth Street,Weston,2326,Cessnock,3,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Cottage,Class 1a,,,2024-07-02,2024-07-02,,Tenantable,,No,450.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations East Maitland,"105 Fourth Street, Weston, 2326, Australia",,,"https://www.google.com/maps/search/?api=1&query=105+Fourth+Street,+Weston,+2326,+Australia"
10101,7,26B,Howe Street,Singleton,2330,Singleton,1,2019-06-03,,General Housing,Capital,Yes,Over 55's,No,,,,,,Adaptable,Unit,Class 1a,,,2024-06-28,2024-06-28,,Tenantable,,No,272.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations Upper Hunter,"26B Howe Street, Singleton, 2330, Australia",,,"https://www.google.com/maps/search/?api=1&query=26B+Howe+Street,+Singleton,+2330,+Australia"
10102,,26,Cavill Avenue,Forster,2428,Mid-Coast,3,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Cottage,Class 1a,,,2023-08-21,2023-08-21,,Tenantable,,No,550.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations Taree,"26 Cavill Avenue, Forster, 2428, Australia",,,"https://www.google.com/maps/search/?api=1&query=26+Cavill+Avenue,+Forster,+2428,+Australia"
10103,4,21,Heath Avenue,Tuncurry,2428,Mid-Coast,3,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Townhouse,Class 1a,,,2023-11-22,2023-11-22,,Tenantable,,No,520.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations Taree,"21 Heath Avenue, Tuncurry, 2428, Australia",,,"https://www.google.com/maps/search/?api=1&query=21+Heath+Avenue,+Tuncurry,+2428,+Australia"
10104,3,21,Heath Avenue,Tuncurry,2428,Mid-Coast,3,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Townhouse,Class 1a,,,2023-08-21,2023-08-21,,Tenantable,,No,520.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations Taree,"21 Heath Avenue, Tuncurry, 2428, Australia",,,"https://www.google.com/maps/search/?api=1&query=21+Heath+Avenue,+Tuncurry,+2428,+Australia"
10105,1,21,Heath Avenue,Tuncurry,2428,Mid-Coast,4,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Townhouse,Class 1a,,,2023-11-27,2023-11-27,,Tenantable,,No,650.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations Taree,"21 Heath Avenue, Tuncurry, 2428, Australia",,,"https://www.google.com/maps/search/?api=1&query=21+Heath+Avenue,+Tuncurry,+2428,+Australia"
10106,13,8-10,Heath Avenue,Tuncurry,2428,Mid-Coast,1,2019-06-03,,General Housing,Capital,No,,No,,,,,,,Unit,Class 1a,,,2023-08-21,2023-08-21,,Tenantable,,No,315.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations Taree,"8-10 Heath Avenue, Tuncurry, 2428, Australia",,,"https://www.google.com/maps/search/?api=1&query=8-10+Heath+Avenue,+Tuncurry,+2428,+Australia"
10107,,114,Alkira Avenue,Cessnock,2325,Cessnock,3,2019-06-03,,General Housing,Capital,No,,No,,,,,,Accessible,Cottage,Class 1a,,,2023-08-10,2023-08-10,,Tenantable,,No,470.0,Rent & Sales Report,,,,SHMT-GSHFACS,Capital-GSH,Operations East Maitland,"114 Alkira Avenue, Cessnock, 2325, Australia",,,"https://www.google.com/maps/search/?api=1&query=114+Alkira+Avenue,+Cessnock,+2325,+Australia"
